scorer,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert,Albert
bodyparts,Snout,Snout,Snout,Left_Ear,Left_Ear,Left_Ear,Right_Ear,Right_Ear,Right_Ear,Neck,Neck,Neck,Back,Back,Back,Tail_Base,Tail_Base,Tail_Base,Tail_Mid,Tail_Mid,Tail_Mid,Tail_Tip,Tail_Tip,Tail_Tip,Shoulder_Left,Shoulder_Left,Shoulder_Left,Elbow_Left,Elbow_Left,Elbow_Left,Front_Paw_Left,Front_Paw_Left,Front_Paw_Left,Shoulder_Right,Shoulder_Right,Shoulder_Right,Elbow_Right,Elbow_Right,Elbow_Right,Front_Paw_Right,Front_Paw_Right,Front_Paw_Right,Hip_Left,Hip_Left,Hip_Left,Knee_Left,Knee_Left,Knee_Left,Hind_Paw_Left,Hind_Paw_Left,Hind_Paw_Left,Hip_Right,Hip_Right,Hip_Right,Knee_Right,Knee_Right,Knee_Right,Hind_Paw_Right,Hind_Paw_Right,Hind_Paw_Right
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,397.9221,239.09415,0.5247208,394.07883,234.07823,0.69821376,419.03403,232.64322,0.9145637,406.22195,244.79115,0.8607914,423.07562,274.80682,0.4015927,403.38818,337.15063,0.5489451,327.72348,332.7545,0.68972373,289.9816,297.9041,0.82531804,391.94974,262.0309,0.6816643,391.6317,273.57245,0.5921239,382.6668,280.01312,0.45187667,420.8314,257.65967,0.7056645,425.48358,272.89047,0.61411315,420.5892,277.348,0.5070959,390.68073,301.52917,0.5173869,385.81866,297.88324,0.53913724,392.70514,334.33362,0.4696838,422.33527,314.62784,0.57227665,430.6423,314.05826,0.5938442,427.27994,333.97415,0.24795425
1,395.87857,239.87111,0.5010451,394.97598,235.03076,0.7023421,418.85632,232.2953,0.9099096,406.16852,243.72311,0.83090985,423.27457,273.51822,0.44088325,403.90857,337.1741,0.6605507,328.96533,333.3502,0.64445686,290.17322,300.21124,0.82521117,392.9147,261.2551,0.69895095,392.12677,273.20816,0.60195565,381.61722,278.5025,0.5415377,421.13278,257.81094,0.7167227,424.8451,272.85608,0.5948496,420.75336,276.6847,0.5118181,389.66074,301.53506,0.5664353,385.1037,298.55862,0.5996096,374.07574,314.82837,0.48949292,424.4064,313.94202,0.58630735,432.91565,313.663,0.70008504,430.684,327.19214,0.37637925
2,395.4108,239.88843,0.4718786,395.11514,234.6097,0.7204123,418.7822,232.33667,0.96322846,405.63214,244.01794,0.84655434,423.21997,273.31992,0.47162881,403.66742,336.98367,0.67701894,328.00034,333.33185,0.6658672,291.1599,298.7524,0.8168186,392.79202,261.1059,0.699014,391.4054,273.02408,0.60241777,381.87033,278.52695,0.5255209,420.84473,257.4225,0.7077226,424.81323,272.915,0.58536655,421.07248,276.49792,0.5168491,388.9733,301.56424,0.58062243,384.69995,298.48398,0.6341862,374.07443,314.0532,0.4791661,425.10275,313.29,0.5881264,433.82318,313.5196,0.7217984,430.69266,327.16095,0.44380912
3,395.5034,240.78989,0.48012918,395.1502,234.60254,0.722274,418.6886,232.20125,0.94137347,405.44998,244.21466,0.8372813,422.71112,273.74304,0.4707586,403.15845,337.3798,0.6729689,328.06287,333.40994,0.68665886,290.86908,299.47818,0.8356186,392.29733,261.22266,0.6853515,390.65433,273.3715,0.57229745,382.03946,278.8731,0.5002899,420.62674,257.0912,0.688891,424.7834,273.52353,0.6027324,421.83734,276.3618,0.5242905,388.75058,302.17358,0.5903158,383.7034,299.35562,0.65367496,374.12405,314.66638,0.5023836,425.51324,313.72897,0.6046472,433.57822,314.54483,0.72355115,429.82422,326.93842,0.447059
4,395.66516,240.73969,0.4892005,395.2657,235.18112,0.7157478,418.5602,232.3951,0.9398605,405.71683,244.52048,0.8489499,423.1802,274.3349,0.44546792,402.88477,336.9151,0.6437544,326.8975,332.76273,0.7251722,291.5703,297.7449,0.80339855,392.52335,262.43497,0.68639594,390.46793,274.08792,0.57192546,380.95825,278.94974,0.48315537,420.4725,257.5804,0.69362617,424.62018,273.97604,0.594302,421.70258,277.07556,0.5229262,389.27377,301.62354,0.5708556,383.52014,299.71735,0.66287655,374.9637,313.889,0.48966902,424.36133,314.06873,0.5776607,432.78613,314.2265,0.66172576,429.0913,326.48373,0.36894986
5,395.64926,240.45505,0.49544004,395.0449,235.20119,0.74601656,418.40384,232.44945,0.9474479,405.10333,244.62585,0.8398477,422.58176,274.5153,0.45562932,403.10825,337.54565,0.6417089,325.99945,332.2933,0.71140134,291.34555,296.52057,0.7611704,392.1018,261.81546,0.68299073,390.4542,273.64142,0.56663,382.549,278.8487,0.48117688,420.54147,257.00122,0.6847136,424.70804,273.76025,0.5989435,422.11667,276.20587,0.5336571,389.12503,301.80508,0.5678098,383.63998,299.60562,0.66331434,375.31232,314.22763,0.48647264,424.70453,314.4761,0.5741363,432.81973,314.08762,0.6776124,429.7165,326.41748,0.3750183
6,395.62607,240.61125,0.5097098,394.41898,235.87682,0.76742786,418.49323,232.52773,0.9679427,404.50558,244.84457,0.83681834,422.70425,274.4398,0.46810558,403.3867,337.50497,0.62691545,326.7909,332.71228,0.72484744,291.36377,297.4593,0.78116393,391.33206,262.13852,0.6737947,389.82874,273.98755,0.5678109,381.19205,279.1845,0.48662415,420.56085,256.8986,0.67738044,424.74652,273.97375,0.58580184,422.1838,276.5374,0.53408074,389.35825,301.651,0.55873394,383.75684,299.8648,0.6556375,375.677,314.147,0.47383502,424.75604,314.13666,0.56398565,432.8798,314.29834,0.6563693,430.05035,326.6729,0.3515761
